loadness, x1, x2, x3, x4, x5, x6, sigma1, a1, b1, sigma2, a2, b2 avg_await_time
0.25 , 0.125 , 0.5 , 0.1 , 0.125 , 0.5 , 0.1 , 6.383076486422923 , 1.8267949192431123 , 2.1732050807568877 , 6.383076486422923 , 1.8267949192431123 , 2.1732050807568877 ,
